Tune,Title,Part,Structure
985,The blackbird,D,"aBb, bc; dBa, BbCa."
985,The blackbird,E,"CbBa, BbCb; CcCd, BaDa."
985,The blackbird,F,"BbDb, DcDd; "
986,The fairy dance,A,"ab, cd; ab, cd."
986,The fairy dance,B,"ab, AcAd; ab, AcAd."
987,Billy O'Rourke is the boy,A,"ab, cd; ab, ea."
987,Billy O'Rourke is the boy,B,"Aaa, Aaa; bAd, AaAd."
987,Billy O'Rourke is the boy,C,"AaAb, AaAd; AaAb, AeAa."
988,Follow me down to Carlow,A,"ab, cd; ab, cd."
988,Follow me down to Carlow,B,"ab, ac; ab, de."
989,Tow row row,A,"ab, cd; ab, cd."
989,Tow row row,B,"aAa, aAa; bAa, Acc."
989,Tow row row,C,"Aca, AcBa; Aca, AcAa."
990,Dancing the baby,A,"aa, ab; aa, bc."
990,Dancing the baby,B,"aa, aAb; aa, AbAc."
990,Dancing the baby,C,"aa, ab; aa, Bac."
991,The Kerry jig,A,"aa, bb; ac, dd."
991,The Kerry jig,B,"aa, AaAb; AaAc, AdAd."
992,The humors of Kilkenny,A,"ab, ac; de, fg."
992,The humors of Kilkenny,B,"Afa, AfAg; Afa, AaAa."
993,Canny Sugach,A,"aa, ab; aa, ab."
993,Canny Sugach,B,"ab, ac; ab, ac."
994,A sprig of shillelah,A,"ab, cb; da, ab."
994,A sprig of shillelah,B,"AcAb, AdAa; ab, ac."
994,A sprig of shillelah,C,"aAb, AcAb; AdAa, BaBb."
994,A sprig of shillelah,D,"BaBc, CaAb; AcAb, AdAa."
995,Down the hill,A,"ab, cd; ae, fa."
995,Down the hill,B,"ab, cd; ae, fAa."
995,Down the hill,C,"ab, cd; Abe, BfAa."
996,The wedding of Ballyporeen,A,"ab, cd; ab, cd."
996,The wedding of Ballyporeen,B,"ab, cAd; aAb, dAa."
997,Shuffle and cut,A,"ab, ac; ab, ac."
997,Shuffle and cut,A1,"db, dc; ab, ac."
997,Shuffle and cut,A2,"ab, ac; A1db, A1dc."
997,Shuffle and cut,A3,"db, dc; ab, ac."
997,Shuffle and cut,B,"A1dAb, A1dAc; A3dAb, A3dAc."
998,The girl of the big house,A,"ab, ab; ab, cd."
998,The girl of the big house,B,"ab, aAb; cAa, dAd."
999,All the way to Galway,A,"ab, ac; ab, ac."
999,All the way to Galway,B,"ab, ac; ab, ac."
1000,High-caul cap,A,"ab, ca; ba, aa."
1000,High-caul cap,B,"AbAc, AaAb; AaAa, aAb."
1000,High-caul cap,C,"AcAc, BaAb; AaAa, BaAb."
1000,High-caul cap,D,"AcAc, Baa; AaAa, "
1001,Garryowen (with variations),A,"ab, ac; ab, dc."
1001,Garryowen (with variations),B,"AdAd, aa; bc, AdAc."
1001,Garryowen (with variations),C,"aAb, aAc; aAb, AdAc."
1001,Garryowen (with variations),D,"AdAd, BaBa; BbBc, AdAc."
1001,Garryowen (with variations),E,"ab, cd; ab, AdAc."
1001,Garryowen (with variations),F,"ab, cBa; BbBc, AdAc."
